district	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	attraction	building	busstop	community	mall	primaryschool	restaurant	secondaryschool	university	deltausers
西城区	写字楼	1	1	0	0	0	0	1	55000.0	3379.2	15.0	116.375175	39.89406	3	1	1	10	0	0	41	1	0	-164
东城区	纯住宅	1	1	0	0	0	1	1	62000.0	7644.0	20.0	116.43818	39.933163	7	9	1	13	0	1	28	0	0	-169
西城区	写字楼	1	1	1	1	1	0	1	67800.0	10560.0	22.0	116.348404	39.938694	1	5	1	49	0	0	9	0	4	-156
大兴区	纯住宅	1	1	1	1	1	0	1	28500.0	2730.0	16.0	116.34035	39.8006	1	0	0	46	1	0	14	0	0	-16
大兴区	纯住宅	1	1	1	1	1	0	1	28500.0	5600.0	16.0	116.34035	39.8006	1	0	0	46	1	0	14	0	0	-16
大兴区	纯住宅	1	1	1	1	1	0	1	28500.0	3500.0	16.0	116.34035	39.8006	1	0	0	46	1	0	14	0	0	-16
朝阳区	纯住宅	1	1	1	1	1	0	1	38000.0	756.0	18.0	116.46126	39.884453	1	3	2	90	0	1	27	0	0	-181
丰台区	纯住宅	1	1	0	0	0	0	1	48000.0	3528.0	17.0	116.33969	39.862476	1	0	2	1	0	0	0	0	0	-7
朝阳区	纯住宅	1	1	1	1	1	0	1	35210.0	5880.0	23.0	116.49137	39.896545	0	3	1	16	0	0	34	0	0	-61
朝阳区	写字楼	1	0	0	0	0	0	1	45000.0	3132.8	6.0	116.47241	39.945316	19	0	0	2	0	0	2	0	0	-52
朝阳区	写字楼	1	1	1	1	1	0	1	45200.0	3520.0	7.0	116.49556	39.91724	1	12	1	11	0	2	16	0	0	-68
朝阳区	写字楼	1	1	0	1	1	1	1	NULL	3520.0	5.0	116.47687	39.88649	0	0	2	249	0	0	29	1	0	-50
海淀区	纯住宅	1	1	0	0	0	0	1	NULL	1750.0	6.0	116.32679	39.92693	3	2	1	13	0	0	6	0	0	-56
朝阳区	写字楼	1	1	0	0	1	0	1	41000.0	3520.0	11.0	116.494286	39.976254	2	4	3	20	0	1	62	0	0	-160
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3273.6	12.0	116.27644	39.93341	1	2	2	14	0	0	32	0	0	-54
石景山	纯住宅	1	1	0	1	1	0	1	25000.0	4081.0	19.5	116.16614	39.92813	0	0	2	0	0	0	8	0	0	-44
石景山	纯住宅	1	1	0	1	1	0	1	25000.0	3430.0	19.5	116.16614	39.92813	0	0	2	0	0	0	8	0	0	-44
石景山	纯住宅	1	1	0	1	1	0	1	25000.0	3850.0	16.0	116.16614	39.92813	0	0	2	0	0	0	8	0	0	-44
石景山	纯住宅	1	1	0	1	0	0	1	25000.0	3115.0	16.0	116.16614	39.92813	0	0	2	0	0	0	8	0	0	-44
丰台区	商住两用	1	0	0	0	0	0	1	45000.0	1254.0	12.5	116.3786	39.843105	1	1	2	48	0	0	27	0	0	-47
东城区	纯住宅	1	1	1	0	0	0	0	65000.0	1005.0	15.0	116.42978	39.9242	5	7	2	7	0	1	48	2	1	-140
海淀区	纯住宅	1	1	1	0	0	0	1	42000.0	1750.0	18.0	116.27273	39.920918	0	1	1	13	0	0	9	0	0	-18
朝阳区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	10.0	116.35682	39.889046	4	9	3	42	0	0	32	0	1	-91
朝阳区	纯住宅	1	1	1	0	0	0	1	32000.0	5235.09	28.5	116.60854	39.929413	0	0	3	2	0	0	97	0	0	-36
通州区	纯住宅	1	1	1	1	1	0	1	25300.0	4305.0	14.0	116.66269	39.8674	2	0	1	0	0	0	3	0	0	-44
海淀区	写字楼	1	1	0	1	1	0	1	NULL	7040.0	18.0	116.35109	40.02001	0	0	3	19	0	0	6	0	0	-19
海淀区	纯住宅	1	1	0	0	1	0	1	45000.0	2786.0	23.0	116.6677	39.91285	1	1	9	26	0	1	42	0	0	-2
海淀区	纯住宅	1	1	1	1	0	0	1	35000.0	7896.0	18.5	116.277985	39.91793	1	0	2	19	0	1	1	0	0	-54
通州区	纯住宅	0	0	1	0	0	0	1	20000.0	22218.0	14.0	116.63501	39.886444	0	0	0	4	0	0	0	0	0	-3
朝阳区	纯住宅	1	1	0	0	0	0	1	30000.0	5850.07	27.5	116.60854	39.929413	0	0	3	2	0	0	97	0	0	-36
海淀区	酒店式公寓	1	1	1	1	1	1	1	120000.0	3960.0	9.0	116.361	39.90254	1	5	4	52	0	1	16	2	1	-78
西城区	纯住宅	1	1	0	1	0	0	1	65306.0	280.0	11.0	116.373695	39.964687	4	3	1	16	0	0	16	0	4	-25
海淀区	纯住宅	1	1	1	0	0	0	0	38000.0	1108.8	6.0	116.35413	40.041885	0	0	2	23	0	0	39	0	2	-14
海淀区	写字楼	1	0	0	0	0	0	1	36000.0	3414.4	5.0	116.35413	40.041885	0	0	2	23	0	0	39	0	2	-14
丰台区	商住两用	1	0	0	0	0	0	0	37297.0	1320.0	15.0	116.36892	39.863396	0	1	3	6	0	0	11	0	0	-54
西城区	纯住宅	1	1	0	1	0	0	1	42955.0	490.0	15.0	116.330124	39.889393	1	6	3	27	0	1	41	0	0	-63
丰台区	纯住宅	1	1	1	0	1	0	1	37000.0	245.0	13.0	116.42431	39.864265	0	1	1	34	0	1	33	0	0	-55
朝阳区	纯住宅	1	0	0	0	0	1	1	27868.0	700.0	17.5	116.603775	39.89847	0	0	1	0	0	0	0	0	0	-52
大兴区	纯住宅	1	1	1	1	1	0	1	31400.0	2016.0	18.0	116.3263	39.757507	0	0	6	13	0	0	3	0	0	-14
丰台区	纯住宅	1	0	0	0	0	0	1	35000.0	7022.4	17.0	116.26913	39.851707	0	0	0	1	0	0	4	0	0	-14
丰台区	纯住宅	0	0	1	0	0	0	0	22000.0	13251.0	15.0	116.266815	39.855743	0	0	1	5	0	1	0	0	0	-13
通州区	纯住宅	1	1	0	0	0	0	1	14497.0	5324.0	16.0	116.54406	39.74404	0	0	0	0	0	0	0	0	0	-17
海淀区	写字楼	1	1	0	0	0	1	1	NULL	3520.0	12.5	116.32479	39.953438	5	2	1	24	0	0	5	0	3	-148
朝阳区	纯住宅	1	1	1	1	1	1	1	60000.0	1540.0	26.0	116.46773	39.994957	0	0	2	240	0	0	11	1	0	-189
朝阳区	纯住宅	1	1	1	1	1	1	1	60000.0	770.0	16.0	116.46773	39.994957	0	0	2	240	0	0	11	1	0	-189
东城区	纯住宅	1	0	0	0	0	0	1	62000.0	10500.0	25.0	116.43634	39.894802	1	5	1	23	0	2	37	2	0	-119
朝阳区	酒店式公寓	1	1	0	0	0	0	1	53726.0	15840.0	39.0	116.480865	39.909443	3	13	3	61	0	0	8	1	0	-440
海淀区	写字楼	0	1	0	0	0	0	0	NULL	7040.0	11.0	116.318504	40.029877	0	9	2	1	0	0	24	0	1	-24
顺义区	纯住宅	1	0	0	0	0	0	0	23000.0	3500.0	12.0	116.64792	40.119553	0	0	0	2	0	1	10	0	0	-34
顺义区	纯住宅	1	0	0	0	0	0	0	23000.0	3500.0	12.0	116.64792	40.119553	0	0	0	2	0	1	10	0	0	-34
朝阳区	纯住宅	1	1	0	0	0	1	1	45000.0	2100.0	9.0	116.47427	39.940727	1	2	2	48	0	0	32	1	0	-32
丰台区	写字楼	1	1	1	0	0	0	1	58000.0	7040.0	19.0	116.438866	39.851215	0	7	1	17	1	0	16	0	1	-53
朝阳区	纯住宅	0	0	0	0	0	1	0	66000.0	350.0	22.0	116.40958	39.992504	1	0	2	0	0	0	5	0	0	-63
朝阳区	纯住宅	0	0	0	0	0	1	0	48000.0	350.0	22.0	116.40858	39.984856	0	0	2	0	0	0	0	0	0	-100
朝阳区	纯住宅	0	0	0	0	0	1	0	66000.0	350.0	22.0	116.41408	39.990757	2	2	0	15	0	0	20	0	0	-79
朝阳区	写字楼	1	1	0	1	1	0	1	50000.0	7040.0	21.0	116.5027	39.9239	1	4	2	15	1	1	59	1	0	-141
朝阳区	写字楼	1	1	0	1	1	1	1	41619.0	3520.0	5.0	116.5046	39.93393	0	2	3	23	0	2	31	1	0	-38
朝阳区	纯住宅	1	0	0	0	0	0	1	65000.0	378.0	5.0	116.45408	39.954826	1	7	2	96	0	1	40	1	0	-35
海淀区	写字楼	1	0	0	0	0	0	0	NULL	3520.0	4.0	116.30747	39.957047	1	5	0	19	0	1	6	1	0	-62
西城区	纯住宅	0	0	0	0	0	0	1	62112.0	6475.0	11.5	116.36851	39.871826	2	1	2	55	0	1	59	1	0	-74
海淀区	写字楼	1	1	1	0	0	1	1	41466.0	3520.0	18.0	116.30975	40.037155	0	0	0	0	0	0	0	0	0	-110
石景山	写字楼	1	1	0	0	0	1	1	NULL	3520.0	13.0	116.1889	39.93948	1	0	3	26	0	1	20	0	0	-12
海淀区	商住两用	1	1	0	0	0	0	1	63000.0	13068.0	13.5	116.3198	39.988617	1	34	3	1	6	0	95	0	0	-39
大兴区	写字楼	1	1	0	0	1	1	1	45000.0	7040.0	16.0	116.514496	39.789387	0	0	3	0	0	0	0	0	0	-83
西城区	纯住宅	0	0	1	0	0	0	0	60000.0	3073.0	28.0	116.34265	39.883575	0	3	2	37	0	0	9	0	0	-46
昌平区	纯住宅	0	0	1	0	0	1	1	26000.0	2800.0	15.0	116.31367	40.081024	0	0	1	12	0	0	1	0	0	-32
大兴区	写字楼	1	0	0	0	0	0	1	NULL	3168.0	11.0	116.333496	39.7637	0	1	2	3	0	0	1	0	0	-82
大兴区	写字楼	1	0	0	0	0	0	1	NULL	12249.6	11.0	116.333496	39.7637	0	1	2	3	0	0	1	0	0	-82
通州区	纯住宅	1	0	1	0	0	0	1	21717.0	4620.0	20.5	116.540375	39.750175	0	0	0	0	0	0	0	0	0	-14
通州区	纯住宅	1	1	1	0	0	0	1	21717.0	4620.0	20.5	116.540375	39.750175	0	0	0	0	0	0	0	0	0	-14
通州区	纯住宅	1	1	1	0	0	0	1	21717.0	4620.0	20.0	116.540375	39.750175	0	0	0	0	0	0	0	0	0	-14
朝阳区	纯住宅	1	0	0	0	0	0	1	68000.0	1050.0	7.0	116.37124	40.011154	0	0	1	8	0	0	94	0	0	-63
大兴区	写字楼	1	1	1	1	0	1	1	45000.0	7040.0	9.5	116.499695	39.804295	0	0	5	42	1	0	15	0	0	-30
海淀区	纯住宅	0	0	1	0	0	1	0	45000.0	1750.0	4.0	116.2329	39.95418	2	0	0	3	0	0	2	0	0	-32
丰台区	写字楼	0	1	0	0	0	0	1	50000.0	3168.0	16.0	116.38666	39.85074	0	0	1	50	0	0	19	1	0	-82
海淀区	纯住宅	0	0	0	0	0	1	0	45000.0	350.0	22.0	116.29851	39.945965	0	1	4	31	0	0	7	1	0	-102
海淀区	纯住宅	0	0	0	0	0	0	1	54000.0	700.0	18.0	116.33332	39.927525	0	0	2	10	0	0	6	0	0	-145
海淀区	写字楼	1	0	0	0	0	0	1	80000.0	21120.0	4.5	116.314804	40.03595	0	3	0	9	1	0	12	0	0	-100
丰台区	纯住宅	1	1	0	0	0	1	1	43492.0	24500.0	21.5	116.30787	39.85985	0	0	0	38	0	0	0	0	0	-51
海淀区	纯住宅	1	1	1	1	1	0	1	51120.0	4200.0	9.5	116.31874	40.056915	1	2	2	35	0	1	20	0	0	-14
海淀区	纯住宅	1	1	1	1	1	0	1	51320.0	4200.0	9.5	116.31874	40.056915	1	2	2	35	0	1	20	0	0	-14
海淀区	写字楼	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3520.0	16.0	116.3151	39.987858	6	45	3	3	2	0	87	0	1	-68
朝阳区	纯住宅	0	0	0	0	0	0	1	35700.0	4200.0	23.0	116.498375	39.90074	2	5	3	7	0	0	20	0	0	-78
朝阳区	纯住宅	0	0	0	0	0	0	1	35700.0	35000.0	23.0	116.498375	39.90074	2	5	3	7	0	0	20	0	0	-78
朝阳区	纯住宅	0	0	0	0	0	0	1	35700.0	4200.0	23.0	116.498375	39.90074	2	5	3	7	0	0	20	0	0	-78
石景山	纯住宅	1	0	0	0	0	0	1	40500.0	14598.5	15.0	116.20321	39.943165	0	2	2	1	0	0	3	0	0	-34
石景山	写字楼	0	0	0	0	0	0	1	NULL	5984.0	21.0	116.19323	39.93803	3	1	5	51	0	2	38	0	0	-29
朝阳区	写字楼	1	0	0	1	0	1	1	NULL	3520.0	4.5	116.401	39.984997	27	2	3	0	0	0	2	0	0	-18
朝阳区	写字楼	1	1	1	1	0	0	0	NULL	3520.0	18.0	116.460625	39.8967	0	1	1	62	0	0	11	1	0	-311
丰台区	纯住宅	1	1	0	0	0	0	1	45000.0	1750.0	11.0	116.386086	39.843018	4	1	1	47	1	1	41	1	0	-65
大兴区	纯住宅	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40000.0	7000.0	9.0	116.3128	39.76675	0	0	3	0	0	0	0	0	0	-23
丰台区	纯住宅	1	0	1	0	0	0	1	40000.0	420.0	20.0	116.437386	39.865654	0	17	2	38	0	0	46	0	0	-62
朝阳区	商住两用	1	1	1	1	1	1	0	78000.0	5940.0	28.0	116.47438	39.90927	2	15	0	25	0	0	3	0	0	-281
东城区	酒店式公寓	1	1	0	0	0	0	0	65000.0	1188.0	25.0	116.43818	39.933163	7	9	1	13	0	1	28	0	0	-169
海淀区	写字楼	NULL	NULL	NULL	NULL	NULL	NULL	NULL	51000.0	3520.0	6.0	116.30817	40.045937	0	3	0	1	0	0	40	0	0	-84
石景山	写字楼	1	0	1	0	0	0	1	NULL	3520.0	5.0	116.19323	39.93803	3	1	5	51	0	2	38	0	0	-29
大兴区	纯住宅	1	1	0	0	0	0	1	17000.0	2653.0	8.0	116.06519	39.63936	0	0	0	0	0	0	2	0	0	-7
海淀区	写字楼	1	1	1	0	0	0	0	NULL	3273.6	16.5	116.32716	39.94017	0	10	2	40	0	2	15	2	0	-40
海淀区	纯住宅	1	1	1	0	0	1	1	55000.0	252.0	5.0	116.1846	39.9248	0	5	0	8	0	0	0	0	0	-15
朝阳区	写字楼	0	0	0	0	0	0	1	NULL	9081.6	3.5	116.5432	39.893883	0	0	0	0	0	0	0	0	0	-16
朝阳区	纯住宅	0	1	0	0	0	0	1	53869.0	517.44	27.0	116.40951	39.857525	0	0	2	1	0	1	19	0	0	-44
朝阳区	纯住宅	1	1	1	1	1	0	1	46000.0	4921.0	28.0	116.447105	39.867565	0	1	3	28	0	1	4	4	0	-39
丰台区	写字楼	0	0	0	0	0	0	1	40000.0	3168.0	11.5	116.284904	39.83555	0	2	0	1	0	0	2	0	0	-67
朝阳区	酒店式公寓	1	0	1	0	0	0	0	66000.0	2455.2	16.5	116.46013	39.92667	5	16	6	46	5	0	174	0	1	-150
朝阳区	纯住宅	1	0	0	0	0	0	0	60000.0	1428.0	5.0	116.50121	39.93658	0	0	3	10	0	1	15	0	0	-35
朝阳区	纯住宅	1	1	1	1	1	1	1	60000.0	7000.0	13.0	116.47667	39.887222	0	4	2	244	0	0	30	1	0	-61
朝阳区	写字楼	0	0	0	0	0	0	1	50000.0	3484.8	10.5	116.467	39.997543	0	3	2	131	0	0	8	2	0	-105
丰台区	写字楼	1	1	1	1	0	1	1	40876.0	14080.0	22.0	116.42211	39.85754	0	1	1	34	0	0	9	1	0	-104
石景山	写字楼	1	1	1	1	0	0	1	35000.0	3520.0	5.0	116.185684	39.9109	0	0	1	0	0	0	0	0	0	-22
西城区	写字楼	1	1	1	1	1	1	1	70000.0	3520.0	8.0	116.36911	39.91855	1	19	9	22	1	0	28	3	0	-72
西城区	写字楼	1	1	1	1	1	1	1	70000.0	7040.0	8.0	116.36522	39.916943	5	27	5	14	2	0	22	2	0	-269
东城区	纯住宅	1	1	1	1	1	1	0	70000.0	3500.0	9.0	116.43818	39.933163	7	9	1	13	0	1	28	0	0	-169
西城区	写字楼	1	1	0	0	0	1	1	60000.0	3520.0	11.0	116.36505	39.915802	5	22	5	12	3	0	31	2	0	-242
丰台区	纯住宅	0	0	0	0	0	0	1	41000.0	630.0	17.0	116.427925	39.853786	0	3	3	27	0	1	24	1	0	-58
朝阳区	写字楼	1	1	0	0	0	1	1	60000.0	7040.0	3.5	116.47697	39.898758	2	10	4	23	1	0	41	0	0	-47
丰台区	纯住宅	1	1	1	0	0	0	1	48000.0	2096.84	11.0	116.25613	39.8681	0	0	1	6	0	0	2	0	0	-23
丰台区	纯住宅	1	0	1	0	1	1	1	45000.0	1523.0	14.0	116.414856	39.851723	0	0	1	15	0	0	20	1	0	-50
丰台区	纯住宅	1	1	0	0	0	0	1	55000.0	10945.0	14.0	116.34406	39.83706	0	0	1	2	0	1	2	1	0	-15
西城区	纯住宅	1	1	1	0	0	0	1	45000.0	8295.0	18.0	116.34265	39.883575	0	3	2	37	0	0	9	0	0	-46
丰台区	纯住宅	0	0	0	0	0	0	1	40000.0	2100.0	23.0	116.2923	39.861588	0	4	1	28	1	3	23	1	0	-35
丰台区	纯住宅	1	1	1	0	0	0	1	42000.0	8050.0	15.0	116.38565	39.84448	4	1	3	29	1	1	56	1	0	-94
丰台区	写字楼	1	0	0	0	0	0	0	NULL	7040.0	8.0	116.26419	39.888824	0	0	0	0	0	0	2	0	0	-70
朝阳区	纯住宅	1	1	1	1	1	0	1	60000.0	5544.0	30.0	116.46223	40.013233	2	0	1	6	1	0	3	0	0	-75
东城区	纯住宅	0	0	1	0	0	0	1	50632.0	350.0	11.5	116.42335	39.950474	33	0	3	8	1	1	74	1	0	-77
东城区	纯住宅	0	0	1	0	0	0	1	53927.0	350.0	12.0	116.428696	39.950565	4	7	1	19	0	0	45	0	0	-49
大兴区	纯住宅	1	1	1	1	1	1	1	43000.0	3077.0	18.0	116.326035	39.755848	0	0	3	20	0	0	1	0	2	-26
朝阳区	写字楼	1	0	0	0	0	0	1	NULL	3520.0	4.0	116.509865	39.90217	2	3	1	28	0	1	44	0	0	-25
西城区	写字楼	1	1	0	0	1	0	1	NULL	3520.0	12.5	116.35897	39.920635	1	2	2	42	0	0	19	1	0	-295
石景山	纯住宅	0	0	0	0	0	0	1	34000.0	1400.0	21.0	116.18965	39.923355	0	5	1	3	0	0	5	0	0	-17
丰台区	纯住宅	1	0	0	0	0	0	1	40000.0	2744.0	21.0	116.29229	39.81472	48	0	0	0	0	0	6	0	0	-15
朝阳区	纯住宅	0	0	0	0	0	0	1	45000.0	700.0	9.5	116.43824	39.966736	0	8	4	44	0	1	27	1	0	-61
朝阳区	商住两用	1	1	1	1	1	1	1	60000.0	6600.0	14.0	116.46142	39.89346	0	0	1	91	0	3	21	1	0	-203
顺义区	写字楼	0	0	0	0	0	1	1	40000.0	3520.0	4.0	116.55671	40.108166	0	0	6	30	0	0	6	0	0	-8
海淀区	写字楼	1	0	0	0	0	1	1	35009.0	3520.0	8.0	116.31052	39.963264	2	3	1	19	0	0	19	0	3	-68
通州区	纯住宅	1	1	0	1	1	0	1	20000.0	20300.0	21.0	116.69025	39.94555	0	0	1	3	0	0	6	0	0	0
海淀区	纯住宅	1	0	0	0	0	0	1	46000.0	5250.0	9.5	116.25456	39.921543	0	2	2	40	0	0	4	2	1	-34
海淀区	写字楼	0	0	0	0	0	0	1	NULL	3379.2	8.5	116.34401	40.032593	0	2	1	13	0	0	6	0	0	-20
西城区	纯住宅	1	1	1	1	1	0	1	71236.0	1050.0	19.0	116.37955	39.965134	2	11	1	28	0	0	31	1	1	-89
昌平区	纯住宅	0	1	0	1	0	0	1	45000.0	8662.5	12.0	116.340744	40.08226	0	1	5	64	2	0	40	0	0	-64
朝阳区	写字楼	0	1	0	0	0	0	0	NULL	7040.0	32.0	116.45726	39.957237	0	1	0	36	0	2	34	1	0	-216
通州区	纯住宅	1	1	1	0	0	1	0	21600.0	2695.0	22.0	116.69163	39.93481	0	0	6	6	0	0	22	0	0	-11
朝阳区	纯住宅	1	0	0	0	0	0	1	40000.0	1750.0	11.5	116.42034	39.9843	3	3	1	30	0	1	14	0	0	-32
朝阳区	纯住宅	1	1	1	1	1	1	1	40000.0	9765.0	10.0	116.447105	39.867565	0	1	3	28	0	1	4	4	0	-39
西城区	写字楼	1	1	1	1	1	1	0	NULL	3449.6	15.0	116.341324	39.888813	1	0	3	41	1	2	24	3	0	-231
海淀区	写字楼	0	0	0	0	0	0	1	NULL	2816.0	6.0	116.31163	40.02965	0	0	1	1	0	0	7	0	0	-43
朝阳区	写字楼	1	0	1	0	1	1	1	NULL	3520.0	15.5	116.42433	39.987072	0	2	3	35	0	2	31	1	0	-138
朝阳区	写字楼	1	1	0	0	0	0	1	19800.0	7040.0	14.0	116.60785	39.92606	0	0	0	1	0	0	1	0	0	-29
