city	id	name	district	address	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	Attraction	Building	BusStop	Community	Mall	PrimarySchool	Restaurant	SecondarySchool	Subway	University
北京	0101858	空间蒙太奇	海淀区	海淀区文慧园北路9号	写字楼	1	1	1	1	1	1	1	53511.0	3520.0	20.0	116.36081	39.953346	0	8	1	57	0	0	19	0	0	0
北京	0103267	世纪金源大饭店（公寓）	海淀区	北京市海淀区板井路69号	酒店式公寓	NULL	NULL	NULL	NULL	NULL	NULL	NULL	60000.0	1320.0	5.0	116.27879	39.95336	2	1	1	11	0	0	7	0	0	0
北京	0103192	中科资源大厦	海淀区	北京市海淀区中关村南大街15号	写字楼	1	1	0	0	0	1	1	NULL	3520.0	12.5	116.32479	39.953438	5	2	1	24	0	0	5	0	0	3
北京	0100059	上龙嘉园	东城区	东城区安外大街上龙西里41号	商住两用	1	1	1	0	0	1	1	45000.0	2640.0	18.0	116.40676	39.953545	2	0	0	12	0	1	21	3	0	0
北京	0102577	广宸商务楼	朝阳区	朝阳区左家庄路3区9号楼	写字楼	1	1	0	0	0	1	1	NULL	3520.0	6.0	116.44613	39.953728	0	3	2	25	0	0	6	1	0	0
北京	0100510	韦伯时代中心	海淀区	海淀区中关村南大街17号	写字楼	1	1	0	0	0	0	1	55000.0	3520.0	23.0	116.32157	39.953793	3	1	0	19	0	0	11	0	0	2
北京	0102259	上龙西里	东城区	东城区上龙西里23号楼	纯住宅	1	0	0	0	0	1	1	56000.0	417.0	17.0	116.40535	39.953865	2	1	0	9	0	1	15	3	0	0
北京	0100779	石油鑫城（华服鑫融六铺炕）	西城区	西城区六铺炕１.２.３区	纯住宅	1	0	1	0	0	0	1	44464.0	1995.0	17.0	116.39381	39.9541	3	3	1	23	0	0	13	1	0	0
北京	0103282	中间建筑	海淀区	海淀区杏石口路50号	纯住宅	0	0	1	0	0	1	0	45000.0	1750.0	4.0	116.2329	39.95418	2	0	0	3	0	0	2	0	0	0
北京	0101106	龙绍衡大厦	东城区	东城区和平里南街18号	写字楼	1	1	1	1	1	0	1	NULL	3520.0	11.0	116.42382	39.954323	73	11	6	6	0	1	37	0	1	0
北京	0102000	和平里公寓	东城区	东城区安定门外和平里社区	纯住宅	0	1	1	0	1	0	0	36000.0	2688.0	15.0	116.41566	39.95434	3	0	3	22	0	0	39	0	1	0
北京	0100703	化工集团公寓（和平街）	朝阳区	朝阳区和平里12区19号	纯住宅	0	1	1	0	0	0	0	25600.0	924.0	12.0	116.420685	39.95445	110	1	3	29	0	0	41	0	1	0
